,,,,,,,,,,,,,,,,,,,,,,Destek Unusrları(1),sartları,Destek Unusrları sart 1,Destek Unusrları sart 2,Destek Unusrları sart 3,Destek Unusrları sart 4,Destek Unusrları sart 5,Destek Unusrları sart 6,Destek Unusrları sart 7,Destek Unusrları sart 8,sorgulamam seçimi,kapasite,kanun,yatırım konusu,iozsart,revize id,,GTIP No,BIRIMI,ADI OZELLIGI,kullanıcı mail,rol,kayıt tarihi,dogrulamaKodu,kodGecerlilikTarihi,onayDurumu
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292146000014 - Deksamfetamin (INN),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391390001000 - Dekstran,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391390001000 - Dekstran,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350510100000 - Dekstrinler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350510100000 - Dekstrinler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293349300000 - Dekstrometorfan (INN) ve tuzları,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293349300000 - Dekstrometorfan (INN) ve tuzları,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292214000011 - DEKSTROPROPOKSİFEN,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292214000011 - DEKSTROPROPOKSİFEN,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292214000012 - Dekstropropoksifenin tuzları,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292214000012 - Dekstropropoksifenin tuzları,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847290809012 - Delgeç veya tel zımba makinaları,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847290809012 - Delgeç veya tel zımba makinaları,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"846595000000 - AĞAÇ, MANTAR, KEMİK, SERT KAUÇUK, SERT PLASTİK, VB. SERT MADDELER İÇİN DELİK AÇMA VEYA ZIVANALAMA MAKİNALARI",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721990200000 - Delinmiş (perfore edilmiş) olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846789001100 - Delme veya sondaj makinaları,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846799001100 - Delme veya sondaj makinalarına ait olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820750900000 - DELMEYE MAHSUS DEĞİŞTİRİLEBİLİR DİĞER ALETLER (KAYA DELMEYE MAHSUS DEĞİŞTİRİLEBİLEN ALETLER HARİÇ),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"820750100000 - DELMEYE MAHSUS, İŞ GÖREN KISIMLARI ELMASTAN/AGLOMERE EDİLMİŞ ELMASTAN OLAN DEĞİŞTİRİLEBİLEN ALETLER (KAYA DELMEK İÇİN DEĞİŞTİ",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293391900015 - Delorazepam (INN),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293391900015 - Delorazepam (INN),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293399809032 - Delta 9Tetra hydrocannabinol,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293399809032 - Delta 9Tetra hydrocannabinol,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730419100011 - DEMİR (DÖKME DEMİR HARİÇ) VEYA ÇELİKTEN (PASLANMAZ HARİÇ) GAZ/PETROL BORU HATLARINDA KULLANILAN İNCE VE KALIN BORULAR; DİKİŞS,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"730419100012 - DEMİR (DÖKME DEMİR HARİÇ) VEYA ÇELİKTEN (PASLANMAZ HARİÇ) GAZ/PETROL BORU HATLARINDA KULLANILAN İNCE/KALIN BORULAR; DİKİŞSİZ,",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730423001000 - Borular,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730423009000 - Aksam ve parçalar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"730419300011 - DEMİR (DÖKME HARİÇ) VEYA ÇELİKTEN (PASLANMAZ HARİÇ) GAZ/PETROL BORU HATLARINDA KULLANILAN İNCE VE KALIN BORULAR; DİKİŞSİZ, 16",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"730419300012 - DEMİR (DÖKME HARİÇ) VEYA ÇELİKTEN (PASLANMAZ HARİÇ) GAZ/PETROL BORU HATLARINDA KULLANILAN İNCE VE KALIN BORULAR; DİKİŞSİZ, 21",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"730419900000 - DEMİR (DÖKME HARİÇ) VEYA ÇELİKTEN (PASLANMAZ HARİÇ) GAZ/PETROL BORU HATLARINDA KULLANILAN İNCE VE KALIN BORULAR; DİKİŞSİZ, DI",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730429901000 - Borular,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730429309000 - Aksam ve parçalar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730429909000 - Aksam ve parçalar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730429301011 - DEMİR (DÖKME HARİÇ) VEYA ÇELİKTEN (PASLANMAZ HARİÇ) GAZ/PETROL MAHFAZA/ÜRETİMİNDE KULLANILAN BORULAR (168.3MM < DIŞ ÇAPI <= 2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730429301012 - DEMİR (DÖKME HARİÇ) VEYA ÇELİKTEN (PASLANMAZ HARİÇ) GAZ/PETROL MAHFAZA/ÜRETİMİNDE KULLANILAN BORULAR (244.5MM < DIŞ ÇAPI <= 4,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730429101000 - Borular,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730429109000 - Aksam ve parçalar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284290809100 - Demir amonyum klorür,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284290809100 - Demir amonyum klorür,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720310000000 - Demir cevherinin doğrudan indirgenmesi suretiyle elde edilen,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720310000000 - Demir cevherinin doğrudan indirgenmesi suretiyle elde edilen,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260111000000 - Aglomere edilmemiş,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260112000000 - Aglomere edilmiş,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"420219903000 - Demir döküm ,demir veya çelikten veya çinkodan olanlar",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860721100000 - Demir döküm veya çelik dökümden olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"640690901000 - AYAKKABILARIN DİĞER AKSAMI, DÖKME DEMİR, DEMİR VEYA ÇELİKTEN VEYA ALUMİNYUMDAN OLANLAR",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732421000000 - Demir dökümden (emaye yapılmış olsun olmasın),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732490000011 - Demir dökümden eviyeler (emaye yapılmış olsun olmasın),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845530100000 - Demir dökümden olanİar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"730719100000 - BORU BAĞLANTI PARÇALARI (RAKORLAR, DİRSEKLER, MANŞONLAR GİBİ); DÖKME DEMİRDEN",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730900100011 - Demir dökümden olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730900300011 - Demir dökümden olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730900590011 - Demir dökümden olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730900900011 - Demir dökümden olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732599100000 - Demir dökümden olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840310100000 - Demir dökümden olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840390100000 - Demir dökümden olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"848180610000 - BORULAR, KAZANLAR, TANKLAR, DEPOLAR VE BENZERİ DİĞER KAPLAR İÇİN DÖKME DEMİRDEN SÜRGÜLÜ VALFLER",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"848180710000 - BORULAR, KAZANLAR, TANKLAR, DEPOLAR VE BENZERİ DİĞER KAPLAR İÇİN DÖKME DEMİRDEN GLOBE (STOP) VALFLER",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848790400000 - BU FASILIN BAŞKA POZİSYONLARINDA BELİRTİLMEYEN VEYA YER ALMAYAN MAKİNALARIN DÖKME DEMİRDEN DİĞER AKSAM VE PARÇALARI,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732391000000 - Demir dökümden olanlar (emaye yapılmamış),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732392000000 - Demir dökümden olanlar (emaye yapılmış),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846691200000 - Demir dökümden veya çelik dökümden olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"846692200000 - AĞAÇ, MANTAR, KEMİK, SERT KAUÇUK, SERT PLASTİK, VB. SERT MADDELERİ İŞLEYEN MAKİNALARIN (8465) DÖKME DEMİR VEYA ÇELİK DÖKÜMDEN",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847490100000 - Demir dökümden veya çelik dökümden olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847790100000 - Demir dökümden veya çelik dökümden olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"848110190000 - BORULAR, KAZANLAR, TANKLAR, DEPOLAR VE BENZERİ DİĞER KAPLAR İÇİN DÖKME DEMİR VEYA ÇELİKTEN BASINÇ DÜŞÜRÜCÜ DİĞER VALFLAR",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"848130910000 - BORULAR, KAZANLAR, TANKLAR, DEPOLAR VE BENZERİ DİĞER KAPLAR İÇİN DÖKME DEMİR VEYA ÇELİKTEN ÇEK VALFLERİ (DÖNÜŞSÜZ)",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"848140100000 - BORULAR, KAZANLAR, TANKLAR, DEPOLAR VE BENZERİ DİĞER KAPLAR İÇİN DÖKME DEMİR VEYA ÇELİKTEN EMNİYET VEYA BIRAKMA (RELİEF) VALF",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283529901000 - Demir fosfatlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283529901000 - Demir fosfatlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282110001012 - DEMİR HİDROKSİTLERİ (KODEKS EVSAFINDA OLAN),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282110009012 - DEMİR HİDROKSİTLERİ (KODEKS EVSAFINDA OLMAYAN),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"081340650000 - DEMİR HİNDİ, MAHUN ELMASI,   LYCHEES  , EKMEK AĞACI MEYVESİ, SAPADİLLO ERİĞİ, ÇARKIFELEK MEYVESİ, KARAMBOLA VE PİTAHAYA (KURU",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"081340650000 - DEMİR HİNDİ, MAHUN ELMASI,   LYCHEES  , EKMEK AĞACI MEYVESİ, SAPADİLLO ERİĞİ, ÇARKIFELEK MEYVESİ, KARAMBOLA VE PİTAHAYA (KURU",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292249859023 - Demir II aspartat,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292249859023 - Demir II aspartat,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283699172000 - DEMİR II KARBONAT (FECO3),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283699172000 - DEMİR II KARBONAT (FECO3),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282739200011 - Demir II klorür,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282739200011 - Demir II klorür,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291813009012 - Demir II tartarat,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291813009012 - Demir II tartarat,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282739200012 - Demir III klorür,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282739200012 - Demir III klorür,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283330009015 - Demir III potasyum sülfat ( potaslı demir şapı ),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283330009015 - Demir III potasyum sülfat ( potaslı demir şapı ),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282760002016 - Demir iyodür ve oksiiyodür,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282760002016 - Demir iyodür ve oksiiyodür,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293190009012 - Demir karbonil ve nikel karbonil,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293190009012 - Demir karbonil ve nikel karbonil,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282110001011 - DEMİR OKSİTLERİ (KODEKS EVSAFINDA OLAN),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282110009011 - DEMİR OKSİTLERİ (KODEKS EVSAFINDA OLMAYAN),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260120000000 - DEMİR PİRİTLERİ; KAVRULMUŞ,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283090859022 - Demir polisülfür,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283090859022 - Demir polisülfür,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291815001012 - Demir sitrat,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291815001012 - Demir sitrat,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283090111000 - Demir sülfürler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283090111000 - Demir sülfürler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261800000000 - DEMİR VE ÇELİĞİN İMALİNDEN ELDE EDİLEN GRANÜLE CÜRUF (CÜRUF KUMU),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720449900011 - DEMİR VE ÇELİKTEN DİĞER DÖKÜNTÜ VE HURDALAR; SINIFLANDIRILMAMIŞ VEYA DERECELENDİRİLMEMİŞ OLANLAR,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720449900019 - DEMİR VE ÇELİKTEN DİĞER DÖKÜNTÜ VE HURDALAR; SINIFLANDIRILMIŞ VEYA DERECELENDİRİLMİŞ OLANLAR,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720449300000 - DEMİR VE ÇELİKTEN PAKET HALİNDE OLAN DİĞER DÖKÜNTÜ VE HURDALAR,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720449100000 - DEMİR VE ÇELİKTEN PARÇALANMIŞ OLAN DİĞER DÖKÜNTÜ VE HURDALAR,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720441990000 - DEMİR VE ÇELİKTEN PÜRÜZ GİDERME VE PRESLEMEDE MEYDANA GELEN DİĞER ÇAPAKLAR,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720441910000 - DEMİR VE ÇELİKTEN PÜRÜZ GİDERME VE PRESLEMEDE MEYDANA GELEN PAKET HALİNDE ÇAPAKLAR,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720450009000 - DEMİR VE DİĞER ÇELİKTEN DÖKÜNTÜ VE HURDALARIN YENİDEN ERGİTİLMESİ İLE ELDE EDİLEN KÜLÇELER,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721730410000 - Bakırla kaplanmış olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"721250909020 - DEMİR VEYA ALAŞIMSIZ ÇELİKTEN BAŞKA BİR USULLE KAPLANMIŞ DİĞER YASSI HADDE MAMÜLLER; C < %0.6, EN < 600 MM",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"721250901020 - DEMİR VEYA ALAŞIMSIZ ÇELİKTEN BAŞKA BİR USULLE KAPLANMIŞ DİĞER YASSI HADDE MAMÜLLER; C >= %0.6, EN < 600 MM",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"721250909014 - DEMİR VEYA ALAŞIMSIZ ÇELİKTEN BAŞKA BİR USULLE KAPLANMIŞ YASSI HADDE MAMÜLLER; SADECE YÜZEY İŞÇİLİĞİNE TABİ TUTULMUŞ, C < %0.",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"721250909018 - DEMİR VEYA ALAŞIMSIZ ÇELİKTEN BAŞKA BİR USULLE KAPLANMIŞ YASSI HADDE MAMÜLLER; SADECE YÜZEY İŞÇİLİĞİNE TABİ TUTULMUŞ, C < %0.",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"721250901014 - DEMİR VEYA ALAŞIMSIZ ÇELİKTEN BAŞKA BİR USULLE KAPLANMIŞ YASSI HADDE MAMÜLLER; SADECE YÜZEY İŞÇİLİĞİNE TABİ TUTULMUŞ, C >= %0",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"721250901018 - DEMİR VEYA ALAŞIMSIZ ÇELİKTEN BAŞKA BİR USULLE KAPLANMIŞ YASSI HADDE MAMÜLLER; SADECE YÜZEY İŞÇİLİĞİNE TABİ TUTULMUŞ, C >= %0",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"721230002911 - DEMİR VEYA ALAŞIMSIZ ÇELİKTEN ÇİNKO İLE BAŞKA BİR USULLE KAPLANMIŞ DİĞER YASSI HADDE MAMÜLLER; C < %0.6, 500MM < EN < 600 MM",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"721230002912 - DEMİR VEYA ALAŞIMSIZ ÇELİKTEN ÇİNKO İLE BAŞKA BİR USULLE KAPLANMIŞ DİĞER YASSI HADDE MAMÜLLER; C < %0.6, EN <= 500 MM",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"721230002111 - DEMİR VEYA ALAŞIMSIZ ÇELİKTEN ÇİNKO İLE BAŞKA BİR USULLE KAPLANMIŞ DİĞER YASSI HADDE MAMÜLLER; C >= %0.6, 500MM < EN < 600 MM",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"721230002112 - DEMİR VEYA ALAŞIMSIZ ÇELİKTEN ÇİNKO İLE BAŞKA BİR USULLE KAPLANMIŞ DİĞER YASSI HADDE MAMÜLLER; C >= %0.6, EN <= 500 MM",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"721720500012 - DEMİR VEYA ALAŞIMSIZ ÇELİKTEN ÇİNKO İLE KAPLANMIŞ TELLER; 0.8MM <= ENİNE KESİT <= 1.5MM, %0.25 <= C < %0.6",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"721720300011 - DEMİR VEYA ALAŞIMSIZ ÇELİKTEN ÇİNKO İLE KAPLANMIŞ TELLER; 0.8MM <= ENİNE KESİT <= 1.5MM, C < %0.25",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"721720500013 - DEMİR VEYA ALAŞIMSIZ ÇELİKTEN ÇİNKO İLE KAPLANMIŞ TELLER; 1.5MM < ENİNE KESİT <= 6MM, %0.25 <= C < %0.6",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"721720300012 - DEMİR VEYA ALAŞIMSIZ ÇELİKTEN ÇİNKO İLE KAPLANMIŞ TELLER; 1.5MM < ENİNE KESİT <= 6MM, C < %0.25",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"721720900000 - Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"721720500011 - DEMİR VEYA ALAŞIMSIZ ÇELİKTEN ÇİNKO İLE KAPLANMIŞ TELLER; ENİNE KESİT < 0.8MM, %0.25 <= C < %0.6",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"721720100000 - DEMİR VEYA ALAŞIMSIZ ÇELİKTEN ÇİNKO İLE KAPLANMIŞ TELLER; ENİNE KESİT < 0.8MM, C < %0.25",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"721720500014 - DEMİR VEYA ALAŞIMSIZ ÇELİKTEN ÇİNKO İLE KAPLANMIŞ TELLER; ENİNE KESİT > 6MM, %0.25 <= C < %0.6",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"721720300013 - DEMİR VEYA ALAŞIMSIZ ÇELİKTEN ÇİNKO İLE KAPLANMIŞ TELLER; ENİNE KESİT > 6MM, C < %0.25",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721410000000 - DEMİR VEYA ALAŞIMSIZ ÇELİKTEN ÇUBUKLAR; DÖVÜLMÜŞ,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"721190202200 - DEMİR VEYA ALAŞIMSIZ ÇELİKTEN DELİNMİŞ (PERFORE EDİLMİŞ) DİĞER YASSI HADDE ÇUBUKLAR; KAPLANMAMIŞ, C < %0.6, EN < 600 MM",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"721190202111 - DEMİR VEYA ALAŞIMSIZ ÇELİKTEN DELİNMİŞ (PERFORE EDİLMİŞ) DİĞER YASSI HADDE MAM.; YÜZEY İŞÇİLİĞİNE TABİ TUTULMUŞ, KAPLANMAMIŞ,",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"721190202119 - DEMİR VEYA ALAŞIMSIZ ÇELİKTEN DELİNMİŞ (PERFORE EDİLMİŞ) DİĞER YASSI HADDE MAMÜLLER; KAPLANMAMIŞ, C >= %0.6, EN < 600 MM",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"721190202919 - DEMİR VEYA ALAŞIMSIZ ÇELİKTEN DELİNMİŞ (PERFORE EDİLMİŞ) DİĞER YASSI HADDE ÜRÜNLER; KAPLANMAMIŞ, EN < 600 MM",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"721190202911 - DEMİR VEYA ALAŞIMSIZ ÇELİKTEN DELİNMİŞ (PERFORE EDİLMİŞ) DİĞER YASSI HADDE ÜRÜNLER; SADECE YÜZEY İŞÇİLİĞİNE TABİ TUTULMUŞ, KA",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"721190201900 - DEMİR VEYA ALAŞIMSIZ ÇELİKTEN DELİNMİŞ (PERFORE EDİLMİŞ) YASSI HADDE ŞERİTLER; KAPLANMAMIŞ, C < %0.6, EN < 600 MM",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"721190201100 - Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler",,,,,,,,
