GTIP KODU,AÇIKLAMASI
721190801900,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN DİĞER YASSI HADDE ŞERİTLER; KAPLANMAMIŞ, C < %0.6, EN < 600 MM"
721190801100,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721129001011,"Ağırlık itibariyle % 0,25 veya daha fazla fakat %0,6'dan az karbon"
721129001012,"Ağırlık itibariyle %0,6 veya daha fazla karbon içerenler"
720990802919,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN DİĞER YASSI HADDE ÜRÜNLERİ; RULO HALİNDE OLMAYAN, SOĞUK HADDELENMİŞ, KAPLANMAMIŞ, C < %0.6, EN "
720990802119,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN DİĞER YASSI HADDE ÜRÜNLERİ; RULO HALİNDE OLMAYAN, SOĞUK HADDELENMİŞ, KAPLANMAMIŞ, C >= %0.6, EN"
720916909000,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN DİĞER YASSI HADDE ÜRÜNLERİ; RULO HALİNDE, SOĞUK HADDELENMİŞ, KAPLANMAMIŞ, C < %0.6, EN >= 600 M"
720917909000,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN DİĞER YASSI HADDE ÜRÜNLERİ; RULO HALİNDE, SOĞUK HADDELENMİŞ, KAPLANMAMIŞ, C < %0.6, EN >= 600 M"
720916901000,"Ağırlık itibariyle % 0, 6 veya daha fazla karbon içerenler"
720917901000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
720851209019,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN DİĞER YASSI HADDE ÜRÜNLERİ; RULO OLMAYAN, SICAK HADDELENMİŞ, KAPLANMAMIŞ, C < %0.6, EN >= 600 M"
720851201019,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN DİĞER YASSI HADDE ÜRÜNLERİ; RULO OLMAYAN, SICAK HADDELENMİŞ, KAPLANMAMIŞ, C >= %0.6, EN >= 600 "
720890802012,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN DİĞER YASSI HADDE ÜRÜNLERİ; SICAK HADDELENMİŞ, KAPLANMAMIŞ, C < %0.6, EN >= 600 MM"
720890801012,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN DİĞER YASSI HADDE ÜRÜNLERİ; SICAK HADDELENMİŞ, KAPLANMAMIŞ, C >= %0.6, EN >= 600 MM"
720720190000,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN DÖVÜLMÜŞ YARI MAMULLER; KARBON >= %0.25, ENİNE KESİTLERİ DİKDÖRTGEN (KARE DAHİL), GENİŞLİK < KA"
720720390000,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN DÖVÜLMÜŞ YARI MAMULLER; KARBON >= %0.25, ENİNE KESİTLERİ DİKDÖRTGEN (KARE HARİÇ), GENİŞLİK < KA"
721661101000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721661109000,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN ELDE EDİLEN YASSI MAMÜLLERDEN C, L, U, Z, OMEGA ŞEKLİNDE PROFİLLER; SOĞUK İŞLENMİŞ VEYA ŞEKİL V"
721691809011,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN ELDE EDİLEN YASSI MAMÜLLERDEN ÇİNKO İLE KAPLANMIŞ PROFİLLER; SOĞUK İŞLENMİŞ/ŞEKİL VERİLMİŞ, C <"
721691809012,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN ELDE EDİLEN YASSI MAMÜLLERDEN ÇİNKO İLE KAPLANMIŞ PROFİLLER; SOĞUK İŞLENMİŞ/ŞEKİL VERİLMİŞ, C <"
721691801011,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN ELDE EDİLEN YASSI MAMÜLLERDEN ÇİNKO İLE KAPLANMIŞ PROFİLLER; SOĞUK İŞLENMİŞ/ŞEKİL VERİLMİŞ, C >"
721691801012,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN ELDE EDİLEN YASSI MAMÜLLERDEN ÇİNKO İLE KAPLANMIŞ PROFİLLER; SOĞUK İŞLENMİŞ/ŞEKİL VERİLMİŞ, C >"
721661909000,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN ELDE EDİLEN YASSI MAMÜLLERDEN DİĞER PROFİLLER; SOĞUK İŞLENMİŞ VEYA ŞEKİL VERİLMİŞ, C < %0.6"
721691809021,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN ELDE EDİLEN YASSI MAMÜLLERDEN DİĞER PROFİLLER; SOĞUK İŞLENMİŞ VEYA ŞEKİL VERİLMİŞ, C < %0.6, KA"
721691809022,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN ELDE EDİLEN YASSI MAMÜLLERDEN DİĞER PROFİLLER; SOĞUK İŞLENMİŞ VEYA ŞEKİL VERİLMİŞ, C < %0.6, KA"
721661901000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721691801021,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN ELDE EDİLEN YASSI MAMÜLLERDEN DİĞER PROFİLLER; SOĞUK İŞLENMİŞ VEYA ŞEKİL VERİLMİŞ, C >= %0.6, K"
721691801022,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN ELDE EDİLEN YASSI MAMÜLLERDEN DİĞER PROFİLLER; SOĞUK İŞLENMİŞ VEYA ŞEKİL VERİLMİŞ, C >= %0.6, K"
721691101000,"Ağırlık itibariyle % 0, 6 veya daha fazla karbon içerenler"
721691109000,DEMİR VEYA ALAŞIMSIZ ÇELİKTEN ELDE EDİLEN YASSI MAMÜLLERDEN PROFİL HALİNE GETİRİLMİŞ SACLAR; SOĞUK İŞLENMİŞ VEYA ŞEKİL VERİLM
721220002911,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN ELEKTROLİTİK OLARAK ÇİNKO İLE KAPLANMIŞ DİĞER YASSI HADDE MAMÜLLER; C < %0.6, 500MM < EN < 600 "
721220002912,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN ELEKTROLİTİK OLARAK ÇİNKO İLE KAPLANMIŞ DİĞER YASSI HADDE MAMÜLLER; C < %0.6, EN <= 500 MM"
721220002111,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN ELEKTROLİTİK OLARAK ÇİNKO İLE KAPLANMIŞ DİĞER YASSI HADDE MAMÜLLER; C >= %0.6, 500MM < EN < 600"
721220002112,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN ELEKTROLİTİK OLARAK ÇİNKO İLE KAPLANMIŞ DİĞER YASSI HADDE MAMÜLLER; C >= %0.6, EN <= 500 MM"
721633101000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721633109000,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN H ŞEKLİNDE PROFİLLER; SICAK HADDELENMİŞ VEYA SICAK ÇEKİLMİŞ, 80MM <= YÜKSEKLİKLERİ <= 180MM, C "
721610009013,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN H ŞEKLİNDE PROFİLLER; SICAK HADDELENMİŞ VEYA SICAK ÇEKİLMİŞ, YÜKSEKLİKLERİ < 80MM, C < %0.6"
721610001013,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN H ŞEKLİNDE PROFİLLER; SICAK HADDELENMİŞ VEYA SICAK ÇEKİLMİŞ, YÜKSEKLİKLERİ < 80MM, C >= %0.6"
721633909000,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN H ŞEKLİNDE PROFİLLER; SICAK HADDELENMİŞ VEYA SICAK ÇEKİLMİŞ, YÜKSEKLİKLERİ > 180MM, C < %0.6"
721633901000,"Ağırlık itibariyle % 0,6 veya dahafazla karbon içerenler"
721119001000,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN HADDELENMİŞ RULO HALİNDE SAC TASLAKLARI; SICAK HADDELENMİŞ, KAPLANMAMIŞ, C >= %0.6, EN < 600 MM"
721114001000,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN HADDELENMİŞ RULO HALİNDE YASSI SAC TASLAKLARI; SICAK HADDELENMİŞ, KAPLANMAMIŞ, C >= %0.6, EN < "
721119005000,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN HADDELENMİŞ YASSI ÇUBUKLAR; SICAK HADDELENMİŞ, KAPLANMAMIŞ, C < %0.6, EN < 600 MM, KALINLIK < 4"
721114005000,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN HADDELENMİŞ YASSI ÇUBUKLAR; SICAK HADDELENMİŞ, KAPLANMAMIŞ, C < %0.6, EN < 600 MM, KALINLIK >=4"
721114002911,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN HADDELENMİŞ YASSI GENİŞ LEVHALAR; SICAK HADDELENMİŞ, KAPLANMAMIŞ, C < %0.6, 500MM < EN < 600MM,"
721114002912,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN HADDELENMİŞ YASSI GENİŞ LEVHALAR; SICAK HADDELENMİŞ, KAPLANMAMIŞ, C < %0.6, EN <= 500MM, KALINL"
721114002111,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN HADDELENMİŞ YASSI GENİŞ LEVHALAR; SICAK HADDELENMİŞ, KAPLANMAMIŞ, C >= %0.6, 500MM < EN < 600MM"
721114002112,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN HADDELENMİŞ YASSI GENİŞ LEVHALAR; SICAK HADDELENMİŞ, KAPLANMAMIŞ, C >= %0.6, EN <= 500MM, KALIN"
721119002900,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN HADDELENMİŞ YASSI SACLAR; SICAK HADDELENMİŞ, KAPLANMAMIŞ, C < %0.6, EN < 600 MM, KALINLIK < 4.7"
721114003900,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN HADDELENMİŞ YASSI SACLAR; SICAK HADDELENMİŞ, KAPLANMAMIŞ, C < %0.6, EN < 600 MM, KALINLIK >=4.7"
721119002100,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721114003100,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721119003900,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN HADDELENMİŞ YASSI ŞERİTLER; SICAK HADDELENMİŞ, KAPLANMAMIŞ, C < %0.6, EN < 600 MM, KALINLIK < 4"
721114004900,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN HADDELENMİŞ YASSI ŞERİTLER; SICAK HADDELENMİŞ, KAPLANMAMIŞ, C < %0.6, EN < 600 MM, KALINLIK >=4"
721119003100,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721114004100,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
720720150000,"Ağırlık itibariyle % 0,25 veya daha fazla fakat % 0,6'dan az karbon"
720720170000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
720720320000,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN HADDELENMİŞ/SÜREKLİ DÖKÜM YARI MAMULLER; KARBON >= %0.25, DİKDÖRTGEN (KARE HARİÇ), GENİŞLİK < K"
721632191000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721632199000,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN I ŞEKLİNDE DİĞER PROFİLLER; SICAK HADDELENMİŞ VEYA SICAK ÇEKİLMİŞ, 80MM <= YÜKSEKLİKLERİ <= 220"
721632999000,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN I ŞEKLİNDE DİĞER PROFİLLER; SICAK HADDELENMİŞ VEYA SICAK ÇEKİLMİŞ, YÜKSEKLİKLERİ > 220MM, C < %"
721632991000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721632911000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721632919000,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN I ŞEKLİNDE FLANŞ YÜZLERİ PARALEL PROFİLLER; SICAK HADDELENMİŞ VEYA SICAK ÇEKİLMİŞ, YÜKSEKLİKLER"
721632111000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721632119000,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN I ŞEKLİNDE FLANŞ YÜZLERİ PARALEL PROFİLLER; SICAK HADDELENMİŞ/SICAK ÇEKİLMİŞ, 80MM <= YÜKSEKLİK"
721610009012,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN I ŞEKLİNDE PROFİLLER; SICAK HADDELENMİŞ VEYA SICAK ÇEKİLMİŞ, YÜKSEKLİKLERİ < 80MM, C < %0.6"
721610001012,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN I ŞEKLİNDE PROFİLLER; SICAK HADDELENMİŞ VEYA SICAK ÇEKİLMİŞ, YÜKSEKLİKLERİ < 80MM, C >= %0.6"
721210902911,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN KALAY İLE KAPLANMIŞ DİĞER YASSI HADDE MAMÜLLER; C < %0.6, 500MM < EN < 600 MM"
721210902912,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN KALAY İLE KAPLANMIŞ DİĞER YASSI HADDE MAMÜLLER; C < %0.6, EN <= 500 MM"
721210902111,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN KALAY İLE KAPLANMIŞ DİĞER YASSI HADDE MAMÜLLER; C >= %0.6, 500MM < EN < 600 MM"
721210902112,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN KALAY İLE KAPLANMIŞ DİĞER YASSI HADDE MAMÜLLER; C >= %0.6, EN <= 500 MM"
721210100019,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN KALAY İLE KAPLANMIŞ YASSI HADDE DİĞER TENEKELER; SADECE YÜZEY İŞÇİLİĞİNE TABİ TUTULMUŞ, EN < 60"
721210901911,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN KALAY İLE KAPLANMIŞ YASSI HADDE MAMÜLLER; SADECE YÜZEY İŞÇİLİĞİNE TABİ TUTULMUŞ, C < %0.6, 500M"
721210901912,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN KALAY İLE KAPLANMIŞ YASSI HADDE MAMÜLLER; SADECE YÜZEY İŞÇİLİĞİNE TABİ TUTULMUŞ, C < %0.6, EN <"
721210901111,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN KALAY İLE KAPLANMIŞ YASSI HADDE MAMÜLLER; SADECE YÜZEY İŞÇİLİĞİNE TABİ TUTULMUŞ, C >= %0.6, 500"
721210901112,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN KALAY İLE KAPLANMIŞ YASSI HADDE MAMÜLLER; SADECE YÜZEY İŞÇİLİĞİNE TABİ TUTULMUŞ, C >= %0.6, EN "
721710500012,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN KAPLANMAMIŞ (CİLALANMIŞ OLSUN OLMASIN) TELLER; 0.8MM <= ENİ <= 1.5MM, %0.25 <= C < %0.6"
721710500013,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN KAPLANMAMIŞ (CİLALANMIŞ OLSUN OLMASIN) TELLER; 1.5MM < ENİ <= 6MM, %0.25 <= C < %0.6"
721710900000,"Ağırlık itibariyle %0,6 veya daha fazla karbon içerenler"
721710500011,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN KAPLANMAMIŞ (CİLALANMIŞ OLSUN OLMASIN) TELLER; ENİ < 0.8MM, %0.25 <= C < %0.6"
721710500014,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN KAPLANMAMIŞ (CİLALANMIŞ OLSUN OLMASIN) TELLER; ENİ > 6MM, %0.25 <= C < %0.6"
721710100000,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN KAPLANMAMIŞ (CİLALANMIŞ OLSUN OLMASIN) TELLER; ENİNE KESİT < 0.8MM, C < %0.25"
721250909012,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN KURŞUN İLE KAPLANMIŞ YASSI HADDE MAMÜLLER; SADECE YÜZEY İŞÇİLİĞİNE TABİ TUTULMUŞ, C < %0.6, 500"
721250909013,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN KURŞUN İLE KAPLANMIŞ YASSI HADDE MAMÜLLER; SADECE YÜZEY İŞÇİLİĞİNE TABİ TUTULMUŞ, C < %0.6, EN "
721250901012,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN KURŞUN İLE KAPLANMIŞ YASSI HADDE MAMÜLLER; SADECE YÜZEY İŞÇİLİĞİNE TABİ TUTULMUŞ, C >= %0.6, 50"
721250901013,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN KURŞUN İLE KAPLANMIŞ YASSI HADDE MAMÜLLER; SADECE YÜZEY İŞÇİLİĞİNE TABİ TUTULMUŞ, C >= %0.6, EN"
720610009000,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN KÜLÇELER; C < %0.6, 72.03 POZİSYONUNA GİREN DEMİR HARİÇ"
720610001000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721621009000,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN L ŞEKLİNDE PROFİLLER; SICAK HADDELENMİŞ VEYA SICAK ÇEKİLMİŞ, YÜKSEKLİKLERİ < 80MM, C < %0.6"
721621001000,"Ağırlık itibariyle % 0, 6 veya daha fazla karbon içerenler"
721640109000,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN L ŞEKLİNDE PROFİLLER; SICAK HADDELENMİŞ VEYA SICAK ÇEKİLMİŞ, YÜKSEKLİKLERİ >= 80MM, C < %0.6"
721640101000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721123209011,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN MANYETİK DİĞER YASSI HADDE MAMÜLLER; SOĞUK HADDELENMİŞ, KAPLANMAMIŞ, C < %0.25, 500MM < EN < 60"
721123209012,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN MANYETİK DİĞER YASSI HADDE MAMÜLLER; SOĞUK HADDELENMİŞ, KAPLANMAMIŞ, C < %0.25, EN <= 500MM"
721123202000,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN MANYETİK YASSI ÇUBUKLAR; SOĞUK HADDELENMİŞ, KAPLANMAMIŞ, C < %0.25, EN < 600 MM"
721123201000,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN MANYETİK YASSI ŞERİTLER; SOĞUK HADDELENMİŞ, KAPLANMAMIŞ, C < %0.25, EN < 600 MM"
721260002911,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN PLAKAJ YAPILMIŞ DİĞER YASSI HADDE MAMÜLLER; C < %0.6, 500MM <EN < 600 MM"
721260002912,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN PLAKAJ YAPILMIŞ DİĞER YASSI HADDE MAMÜLLER; C < %0.6, EN <= 500 MM"
721260002111,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN PLAKAJ YAPILMIŞ DİĞER YASSI HADDE MAMÜLLER; C >= %0.6, 500MM <EN < 600 MM"
721260002112,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN PLAKAJ YAPILMIŞ DİĞER YASSI HADDE MAMÜLLER; C >= %0.6, EN <= 500 MM"
721260001929,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN PLAKAJ YAPILMIŞ DİĞER YASSI HADDE MAMÜLLER; SADECE YÜZEY İŞÇİLİĞİNE TABİ TUTULMUŞ, C < %0.6, EN"
721260001129,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN PLAKAJ YAPILMIŞ DİĞER YASSI HADDE MAMÜLLER; SADECE YÜZEY İŞÇİLİĞİNE TABİ TUTULMUŞ, C >= %0.6, E"
721260001911,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN PLAKAJ YAPILMIŞ YASSI HADDE MAMÜLLER; SADECE YÜZEY İŞÇİLİĞİNE TABİ TUTULMUŞ, C < %0.6, 500MM <E"
721260001111,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN PLAKAJ YAPILMIŞ YASSI HADDE MAMÜLLER; SADECE YÜZEY İŞÇİLİĞİNE TABİ TUTULMUŞ, C >= %0.6, 500MM <"
721260001921,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN PLAKAJ YAPILMIŞ YASSI HADDE MAMÜLLER; SICAK HADDELENMİŞ, SADECE YÜZEY İŞÇİLİĞİNE TABİ TUTULMUŞ,"
721790200011,DEMİR VEYA ALAŞIMSIZ ÇELİKTEN PLASTİK İLE KAPLANMIŞ TELLER; C < %0.25
720720809019,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN PROFİL TASLAKLARI; DÖVÜLMÜŞ, %0.25 <= C < %0.6, DİKDÖRTGEN, KARE, DAİRE VEYA ÇOK KENARLI OLMAYA"
720719800012,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN PROFİL TASLAKLARI; DÖVÜLMÜŞ, C < %0.25, ENİNE KESİT DİKDÖRTGEN, KARE, DAİRE VEYA ÇOK KENARLI OL"
720720801019,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN PROFİL TASLAKLARI; DÖVÜLMÜŞ, C >= %0.6, ENİNE KESİT DİKDÖRTGEN, KARE, DAİRE VEYA ÇOK KENARLI OL"
720720809011,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN PROFİL TASLAKLARI; HADDELENMİŞ/SÜREKLİ DÖKÜM, %0.25 <= C < %0.6, DİKDÖRTGEN, KARE, DAİRE VEYA Ç"
720719800011,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN PROFİL TASLAKLARI; HADDELENMİŞ/SÜREKLİ DÖKÜM, C < %0.25, ENİNE KESİT DİKDÖRTGEN, KARE, DAİRE VE"
720720801011,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN PROFİL TASLAKLARI; HADDELENMİŞ/SÜREKLİ DÖKÜM, C >= %0.6, ENİNE KESİT DİKDÖRTGEN, KARE, DAİRE VE"
721399901019,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN SICAK HADDELENMİŞ, KANGAL HALİNDE DİĞER FİLMAŞİN; %0.25 <= C < %0.6"
721399100019,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN SICAK HADDELENMİŞ, KANGAL HALİNDE DİĞER FİLMAŞİN; C < %0.25"
721399909000,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN SICAK HADDELENMİŞ, KANGAL HALİNDE DİĞER FİLMAŞİN; C >= %0.6"
721399901011,Civata ve somun imali için filmaşin
721399100011,Civata ve somun imali için filmaşin
721399901012,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN SICAK HADDELENMİŞ, KANGAL HALİNDE DİĞER FİLMAŞİN; ELEKTROT İMALİ İÇİN, %0.25 <= C < %0.6"
721399100012,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN SICAK HADDELENMİŞ, KANGAL HALİNDE DİĞER FİLMAŞİN; ELEKTROT İMALİ İÇİN, C < %0.25"
721399901013,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN SICAK HADDELENMİŞ, KANGAL HALİNDE DİĞER FİLMAŞİN; TEL VE ÇİVİ İMALİ İÇİN, %0.25 <= C < %0.6"
721399100013,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN SICAK HADDELENMİŞ, KANGAL HALİNDE DİĞER FİLMAŞİN; TEL VE ÇİVİ İMALİ İÇİN, C < %0.25"
721622009000,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN T ŞEKLİNDE PROFİLLER; SICAK HADDELENMİŞ VEYA SICAK ÇEKİLMİŞ, YÜKSEKLİKLERİ < 80MM, C < %0.6"
721622001000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721640909000,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN T ŞEKLİNDE PROFİLLER; SICAK HADDELENMİŞ VEYA SICAK ÇEKİLMİŞ, YÜKSEKLİKLERİ >= 80MM, C < %0.6"
721640901000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721730500012,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN TELLER; 0.8MM <= ENİNE KESİTİ <= 1.5MM OLANLARIN BAKIR İLE KAPLANMIŞ OLANLARI, %0.25 <= C < %0."
721730500016,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN TELLER; 0.8MM <= ENİNE KESİTİ <= 1.5MM OLANLARIN DİĞER ADİ METALLER İLE KAPLANMIŞ OLANLARI, %0."
721790500016,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN TELLER; 0.8MM <= ENİNE KESİTİ <= 1.5MM OLANLARIN DİĞER MADDELER İLE KAPLANMIŞ OLANLARI, %0.25 <"
721790500012,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN TELLER; 0.8MM <= ENİNE KESİTİ <= 1.5MM OLANLARIN PLASTİK İLE KAPLANMIŞ OLANLARI, %0.25 <= C < %"
721730500013,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN TELLER; 1.5MM < ENİNE KESİTİ <= 6MM OLANLARIN BAKIR İLE KAPLANMIŞ OLANLARI, %0.25 <= C < %0.6"
721730500017,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN TELLER; 1.5MM < ENİNE KESİTİ <= 6MM OLANLARIN DİĞER ADİ METALLER İLE KAPLANMIŞ OLANLARI, %0.25 "
721790500017,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN TELLER; 1.5MM < ENİNE KESİTİ <= 6MM OLANLARIN DİĞER MADDELER İLE KAPLANMIŞ OLANLARI, %0.25 <= C"
721790500013,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN TELLER; 1.5MM < ENİNE KESİTİ <= 6MM OLANLARIN PLASTİK İLE KAPLANMIŞ OLANLARI, %0.25 <= C < %0.6"
721730500011,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN TELLER; ENİNE KESİTİ < 0.8MM OLANLARIN BAKIR İLE KAPLANMIŞ OLANLARI, %0.25 <= C < %0.6"
721730500015,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN TELLER; ENİNE KESİTİ < 0.8MM OLANLARIN DİĞER ADİ METALLER İLE KAPLANMIŞ OLANLARI, %0.25 <= C < "
721790500015,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN TELLER; ENİNE KESİTİ < 0.8MM OLANLARIN DİĞER MADDELER İLE KAPLANMIŞ OLANLARI, %0.25 <= C < %0.6"
721790500011,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN TELLER; ENİNE KESİTİ < 0.8MM OLANLARIN PLASTİK İLE KAPLANMIŞ OLANLARI, %0.25 <= C < %0.6"
721730500014,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN TELLER; ENİNE KESİTİ > 6MM OLANLARIN BAKIR İLE KAPLANMIŞ OLANLARI, %0.25 <= C < %0.6"
721730500018,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN TELLER; ENİNE KESİTİ > 6MM OLANLARIN DİĞER ADİ METALLER İLE KAPLANMIŞ OLANLARI, %0.25 <= C < %0"
721790500018,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN TELLER; ENİNE KESİTİ > 6MM OLANLARIN DİĞER MADDELER İLE KAPLANMIŞ OLANLARI, %0.25 <= C < %0.6"
721790500014,"DEMİR VEYA ALAŞIMSIZ ÇELİKTEN TELLER; ENİNE KESİTİ > 6MM OLANLARIN PLASTİK İLE KAPLANMIŞ OLANLARI, %0.25 <= C < %0.6"
